Result,Precision,Recall
CACM-1852,0.0,0.0
CACM-3110,0.0,0.0
CACM-3156,0.0,0.0
CACM-2714,0.0,0.0
CACM-2175,0.2,0.09090909090909091
CACM-1223,0.16666666666666666,0.09090909090909091
CACM-2685,0.2857142857142857,0.18181818181818182
CACM-3075,0.25,0.18181818181818182
CACM-1665,0.2222222222222222,0.18181818181818182
CACM-1795,0.2,0.18181818181818182
CACM-0950,0.18181818181818182,0.18181818181818182
CACM-3150,0.16666666666666666,0.18181818181818182
CACM-2266,0.15384615384615385,0.18181818181818182
CACM-2897,0.14285714285714285,0.18181818181818182
CACM-2495,0.13333333333333333,0.18181818181818182
CACM-1811,0.1875,0.2727272727272727
CACM-0670,0.17647058823529413,0.2727272727272727
CACM-2138,0.16666666666666666,0.2727272727272727
CACM-2497,0.15789473684210525,0.2727272727272727
CACM-1463,0.15,0.2727272727272727
CACM-3066,0.14285714285714285,0.2727272727272727
CACM-2723,0.13636363636363635,0.2727272727272727
CACM-2921,0.13043478260869565,0.2727272727272727
CACM-1159,0.125,0.2727272727272727
CACM-2785,0.12,0.2727272727272727
CACM-0303,0.11538461538461539,0.2727272727272727
CACM-1923,0.1111111111111111,0.2727272727272727
CACM-2706,0.10714285714285714,0.2727272727272727
CACM-1163,0.10344827586206896,0.2727272727272727
CACM-0637,0.1,0.2727272727272727
CACM-2570,0.0967741935483871,0.2727272727272727
CACM-2112,0.09375,0.2727272727272727
CACM-1389,0.09090909090909091,0.2727272727272727
CACM-3148,0.08823529411764706,0.2727272727272727
CACM-2929,0.08571428571428572,0.2727272727272727
CACM-1947,0.08333333333333333,0.2727272727272727
CACM-2064,0.08108108108108109,0.2727272727272727
CACM-3080,0.07894736842105263,0.2727272727272727
CACM-0205,0.07692307692307693,0.2727272727272727
CACM-2645,0.075,0.2727272727272727
CACM-0243,0.07317073170731707,0.2727272727272727
CACM-2411,0.07142857142857142,0.2727272727272727
CACM-2567,0.06976744186046512,0.2727272727272727
CACM-3175,0.06818181818181818,0.2727272727272727
CACM-2717,0.06666666666666667,0.2727272727272727
CACM-2644,0.06521739130434782,0.2727272727272727
CACM-2896,0.06382978723404255,0.2727272727272727
CACM-3005,0.0625,0.2727272727272727
CACM-1807,0.061224489795918366,0.2727272727272727
CACM-2252,0.06,0.2727272727272727
CACM-0082,0.058823529411764705,0.2727272727272727
CACM-1425,0.057692307692307696,0.2727272727272727
CACM-2886,0.05660377358490566,0.2727272727272727
CACM-2423,0.05555555555555555,0.2727272727272727
CACM-1154,0.05454545454545454,0.2727272727272727
CACM-2904,0.05357142857142857,0.2727272727272727
CACM-1548,0.05263157894736842,0.2727272727272727
CACM-1825,0.05172413793103448,0.2727272727272727
CACM-1988,0.05084745762711865,0.2727272727272727
CACM-2684,0.05,0.2727272727272727
CACM-2298,0.04918032786885246,0.2727272727272727
CACM-3093,0.04838709677419355,0.2727272727272727
CACM-2514,0.047619047619047616,0.2727272727272727
CACM-1262,0.0625,0.36363636363636365
CACM-2433,0.07692307692307693,0.45454545454545453
CACM-1826,0.07575757575757576,0.45454545454545453
CACM-2633,0.07462686567164178,0.45454545454545453
CACM-1099,0.07352941176470588,0.45454545454545453
CACM-3171,0.07246376811594203,0.45454545454545453
CACM-2491,0.07142857142857142,0.45454545454545453
CACM-1324,0.07042253521126761,0.45454545454545453
CACM-2700,0.06944444444444445,0.45454545454545453
CACM-1362,0.0684931506849315,0.45454545454545453
CACM-3127,0.06756756756756757,0.45454545454545453
CACM-2748,0.06666666666666667,0.45454545454545453
CACM-0048,0.06578947368421052,0.45454545454545453
CACM-2767,0.06493506493506493,0.45454545454545453
CACM-1738,0.0641025641025641,0.45454545454545453
CACM-2253,0.06329113924050633,0.45454545454545453
CACM-2820,0.0625,0.45454545454545453
CACM-0763,0.06172839506172839,0.45454545454545453
CACM-2973,0.06097560975609756,0.45454545454545453
CACM-2231,0.060240963855421686,0.45454545454545453
CACM-1158,0.07142857142857142,0.5454545454545454
CACM-1409,0.07058823529411765,0.5454545454545454
CACM-1828,0.06976744186046512,0.5454545454545454
CACM-1655,0.06896551724137931,0.5454545454545454
CACM-2289,0.06818181818181818,0.5454545454545454
CACM-1310,0.06741573033707865,0.5454545454545454
CACM-1652,0.06666666666666667,0.5454545454545454
CACM-1824,0.06593406593406594,0.5454545454545454
CACM-1680,0.06521739130434782,0.5454545454545454
CACM-0719,0.06451612903225806,0.5454545454545454
CACM-2022,0.06382978723404255,0.5454545454545454
CACM-2085,0.06315789473684211,0.5454545454545454
CACM-2341,0.0625,0.5454545454545454
CACM-1385,0.061855670103092786,0.5454545454545454
CACM-1468,0.061224489795918366,0.5454545454545454
CACM-2819,0.06060606060606061,0.5454545454545454
CACM-1591,0.06,0.5454545454545454
