Result,Precision,Recall
CACM-2838,0.0,0.0
CACM-1601,0.5,0.09090909090909091
CACM-3075,0.6666666666666666,0.18181818181818182
CACM-2896,0.5,0.18181818181818182
CACM-3184,0.4,0.18181818181818182
CACM-1613,0.3333333333333333,0.18181818181818182
CACM-1614,0.2857142857142857,0.18181818181818182
CACM-2902,0.25,0.18181818181818182
CACM-3156,0.3333333333333333,0.2727272727272727
CACM-3073,0.3,0.2727272727272727
CACM-2289,0.2727272727272727,0.2727272727272727
CACM-0799,0.25,0.2727272727272727
CACM-1139,0.23076923076923078,0.2727272727272727
CACM-2714,0.2857142857142857,0.36363636363636365
CACM-2833,0.26666666666666666,0.36363636363636365
CACM-1140,0.25,0.36363636363636365
CACM-3188,0.23529411764705882,0.36363636363636365
CACM-1924,0.2222222222222222,0.36363636363636365
CACM-2679,0.21052631578947367,0.36363636363636365
CACM-2973,0.25,0.45454545454545453
CACM-1132,0.23809523809523808,0.45454545454545453
CACM-1877,0.22727272727272727,0.45454545454545453
CACM-1747,0.21739130434782608,0.45454545454545453
CACM-1878,0.20833333333333334,0.45454545454545453
CACM-1565,0.2,0.45454545454545453
CACM-2598,0.19230769230769232,0.45454545454545453
CACM-2842,0.18518518518518517,0.45454545454545453
CACM-2453,0.17857142857142858,0.45454545454545453
CACM-0378,0.1724137931034483,0.45454545454545453
CACM-2736,0.16666666666666666,0.45454545454545453
CACM-2936,0.16129032258064516,0.45454545454545453
CACM-3074,0.15625,0.45454545454545453
CACM-2110,0.15151515151515152,0.45454545454545453
CACM-1973,0.14705882352941177,0.45454545454545453
CACM-2438,0.14285714285714285,0.45454545454545453
CACM-3163,0.1388888888888889,0.45454545454545453
CACM-0398,0.13513513513513514,0.45454545454545453
CACM-2220,0.13157894736842105,0.45454545454545453
CACM-2179,0.1282051282051282,0.45454545454545453
CACM-2534,0.125,0.45454545454545453
CACM-2342,0.12195121951219512,0.45454545454545453
CACM-2107,0.11904761904761904,0.45454545454545453
CACM-2987,0.11627906976744186,0.45454545454545453
CACM-2109,0.11363636363636363,0.45454545454545453
CACM-0849,0.1111111111111111,0.45454545454545453
CACM-2111,0.10869565217391304,0.45454545454545453
CACM-2665,0.10638297872340426,0.45454545454545453
CACM-2884,0.10416666666666667,0.45454545454545453
CACM-2356,0.10204081632653061,0.45454545454545453
CACM-2435,0.1,0.45454545454545453
CACM-0381,0.09803921568627451,0.45454545454545453
CACM-0404,0.09615384615384616,0.45454545454545453
CACM-2941,0.09433962264150944,0.45454545454545453
CACM-1751,0.09259259259259259,0.45454545454545453
CACM-2358,0.09090909090909091,0.45454545454545453
CACM-3131,0.08928571428571429,0.45454545454545453
CACM-2968,0.08771929824561403,0.45454545454545453
CACM-2150,0.08620689655172414,0.45454545454545453
CACM-1141,0.0847457627118644,0.45454545454545453
CACM-1693,0.08333333333333333,0.45454545454545453
CACM-2939,0.08196721311475409,0.45454545454545453
CACM-3134,0.08064516129032258,0.45454545454545453
CACM-1098,0.07936507936507936,0.45454545454545453
CACM-2433,0.078125,0.45454545454545453
CACM-1421,0.07692307692307693,0.45454545454545453
CACM-2912,0.07575757575757576,0.45454545454545453
CACM-2421,0.07462686567164178,0.45454545454545453
CACM-3179,0.07352941176470588,0.45454545454545453
CACM-1084,0.07246376811594203,0.45454545454545453
CACM-1886,0.07142857142857142,0.45454545454545453
CACM-1919,0.07042253521126761,0.45454545454545453
CACM-1927,0.06944444444444445,0.45454545454545453
CACM-2972,0.0684931506849315,0.45454545454545453
CACM-2967,0.06756756756756757,0.45454545454545453
CACM-1879,0.06666666666666667,0.45454545454545453
CACM-1102,0.06578947368421052,0.45454545454545453
CACM-2178,0.06493506493506493,0.45454545454545453
CACM-1936,0.0641025641025641,0.45454545454545453
CACM-2042,0.06329113924050633,0.45454545454545453
CACM-2188,0.0625,0.45454545454545453
CACM-1767,0.06172839506172839,0.45454545454545453
CACM-2740,0.06097560975609756,0.45454545454545453
CACM-2715,0.060240963855421686,0.45454545454545453
CACM-1997,0.05952380952380952,0.45454545454545453
CACM-2708,0.058823529411764705,0.45454545454545453
CACM-2138,0.05813953488372093,0.45454545454545453
CACM-3187,0.05747126436781609,0.45454545454545453
CACM-2147,0.056818181818181816,0.45454545454545453
CACM-1771,0.056179775280898875,0.45454545454545453
CACM-2879,0.05555555555555555,0.45454545454545453
CACM-2345,0.054945054945054944,0.45454545454545453
CACM-2889,0.05434782608695652,0.45454545454545453
CACM-2986,0.053763440860215055,0.45454545454545453
CACM-1453,0.05319148936170213,0.45454545454545453
CACM-2734,0.05263157894736842,0.45454545454545453
CACM-3164,0.052083333333333336,0.45454545454545453
CACM-2146,0.05154639175257732,0.45454545454545453
CACM-2182,0.05102040816326531,0.45454545454545453
CACM-2943,0.050505050505050504,0.45454545454545453
CACM-2524,0.05,0.45454545454545453
