Result,Precision,Recall
CACM-0674,0.0,0.0
CACM-0195,0.0,0.0
CACM-0415,0.0,0.0
CACM-1686,0.0,0.0
CACM-1144,0.0,0.0
CACM-1393,0.0,0.0
CACM-1660,0.0,0.0
CACM-1952,0.0,0.0
CACM-3013,0.0,0.0
CACM-0178,0.0,0.0
CACM-0922,0.0,0.0
CACM-0606,0.0,0.0
CACM-2528,0.0,0.0
CACM-2529,0.0,0.0
CACM-0307,0.0,0.0
CACM-1839,0.0,0.0
CACM-0159,0.0,0.0
CACM-0687,0.0,0.0
CACM-0871,0.0,0.0
CACM-0900,0.0,0.0
CACM-0931,0.0,0.0
CACM-0493,0.0,0.0
CACM-0597,0.0,0.0
CACM-0158,0.0,0.0
CACM-0160,0.0,0.0
CACM-0419,0.0,0.0
CACM-0512,0.0,0.0
CACM-0621,0.0,0.0
CACM-0685,0.0,0.0
CACM-0876,0.0,0.0
CACM-1040,0.0,0.0
CACM-1492,0.0,0.0
CACM-0866,0.0,0.0
CACM-0135,0.0,0.0
CACM-0148,0.0,0.0
CACM-0157,0.0,0.0
CACM-1091,0.0,0.0
CACM-1105,0.0,0.0
CACM-0659,0.0,0.0
CACM-0804,0.0,0.0
CACM-0049,0.0,0.0
CACM-0369,0.0,0.0
CACM-0836,0.0,0.0
CACM-0883,0.0,0.0
CACM-1451,0.0,0.0
CACM-0642,0.0,0.0
CACM-0657,0.0,0.0
CACM-0216,0.0,0.0
CACM-0986,0.0,0.0
CACM-0863,0.0,0.0
CACM-0055,0.0,0.0
CACM-0358,0.0,0.0
CACM-0510,0.0,0.0
CACM-0583,0.0,0.0
CACM-0831,0.0,0.0
CACM-0835,0.0,0.0
CACM-1106,0.0,0.0
CACM-1312,0.0,0.0
CACM-0379,0.0,0.0
CACM-0171,0.0,0.0
CACM-0636,0.0,0.0
CACM-0735,0.0,0.0
CACM-1039,0.0,0.0
CACM-0323,0.0,0.0
CACM-0802,0.0,0.0
CACM-0913,0.0,0.0
CACM-0917,0.0,0.0
CACM-1085,0.0,0.0
CACM-0914,0.0,0.0
CACM-0555,0.0,0.0
CACM-1119,0.0,0.0
CACM-0515,0.0,0.0
CACM-0175,0.0,0.0
CACM-2788,0.0,0.0
CACM-0877,0.0,0.0
CACM-0526,0.0,0.0
CACM-0187,0.0,0.0
CACM-0790,0.0,0.0
CACM-0223,0.0,0.0
CACM-0473,0.0,0.0
CACM-0478,0.0,0.0
CACM-0926,0.0,0.0
CACM-2590,0.0,0.0
CACM-1193,0.0,0.0
CACM-0760,0.0,0.0
CACM-0339,0.0,0.0
CACM-0390,0.0,0.0
CACM-0733,0.0,0.0
CACM-0734,0.0,0.0
CACM-2425,0.0,0.0
CACM-0005,0.0,0.0
CACM-0381,0.0,0.0
CACM-0141,0.0,0.0
CACM-0359,0.0,0.0
CACM-0377,0.0,0.0
CACM-0582,0.0,0.0
CACM-0740,0.0,0.0
CACM-1075,0.0,0.0
CACM-1203,0.0,0.0
CACM-2563,0.0,0.0
