Result,Precision,Recall
CACM-2651,1.0,0.0625
CACM-3103,1.0,0.125
CACM-3031,1.0,0.1875
CACM-2867,0.75,0.1875
CACM-2956,0.8,0.25
CACM-3105,0.6666666666666666,0.25
CACM-0024,0.5714285714285714,0.25
CACM-0483,0.5,0.25
CACM-0583,0.4444444444444444,0.25
CACM-0463,0.4,0.25
CACM-2082,0.36363636363636365,0.25
CACM-1359,0.3333333333333333,0.25
CACM-2958,0.38461538461538464,0.3125
CACM-2406,0.35714285714285715,0.3125
CACM-1737,0.3333333333333333,0.3125
CACM-1625,0.3125,0.3125
CACM-0897,0.29411764705882354,0.3125
CACM-1182,0.2777777777777778,0.3125
CACM-2265,0.3157894736842105,0.375
CACM-2141,0.3,0.375
CACM-0253,0.2857142857142857,0.375
CACM-2084,0.2727272727272727,0.375
CACM-0676,0.2608695652173913,0.375
CACM-0618,0.25,0.375
CACM-2244,0.24,0.375
CACM-2940,0.2692307692307692,0.4375
CACM-1922,0.25925925925925924,0.4375
CACM-2243,0.25,0.4375
CACM-1907,0.2413793103448276,0.4375
CACM-2241,0.23333333333333334,0.4375
CACM-2242,0.22580645161290322,0.4375
CACM-2593,0.21875,0.4375
CACM-0033,0.21212121212121213,0.4375
CACM-0696,0.20588235294117646,0.4375
CACM-1736,0.2,0.4375
CACM-0492,0.19444444444444445,0.4375
CACM-1515,0.1891891891891892,0.4375
CACM-2705,0.18421052631578946,0.4375
CACM-1341,0.1794871794871795,0.4375
CACM-2023,0.175,0.4375
CACM-3148,0.17073170731707318,0.4375
CACM-1323,0.16666666666666666,0.4375
CACM-1398,0.16279069767441862,0.4375
CACM-1155,0.1590909090909091,0.4375
CACM-2832,0.15555555555555556,0.4375
CACM-1828,0.15217391304347827,0.4375
CACM-2750,0.14893617021276595,0.4375
CACM-0242,0.14583333333333334,0.4375
CACM-3087,0.14285714285714285,0.4375
CACM-1181,0.14,0.4375
CACM-1043,0.13725490196078433,0.4375
CACM-1678,0.1346153846153846,0.4375
CACM-1757,0.1320754716981132,0.4375
CACM-0435,0.12962962962962962,0.4375
CACM-1364,0.12727272727272726,0.4375
CACM-1226,0.125,0.4375
CACM-1937,0.12280701754385964,0.4375
CACM-2083,0.1206896551724138,0.4375
CACM-1507,0.11864406779661017,0.4375
CACM-2493,0.11666666666666667,0.4375
CACM-2561,0.11475409836065574,0.4375
CACM-2717,0.11290322580645161,0.4375
CACM-2718,0.1111111111111111,0.4375
CACM-0670,0.109375,0.4375
CACM-0593,0.1076923076923077,0.4375
CACM-1291,0.10606060606060606,0.4375
CACM-2341,0.1044776119402985,0.4375
CACM-1034,0.10294117647058823,0.4375
CACM-2155,0.10144927536231885,0.4375
CACM-1281,0.1,0.4375
CACM-2999,0.09859154929577464,0.4375
CACM-1569,0.09722222222222222,0.4375
CACM-2941,0.1095890410958904,0.5
CACM-0073,0.10810810810810811,0.5
CACM-0474,0.10666666666666667,0.5
CACM-0528,0.10526315789473684,0.5
CACM-2765,0.1038961038961039,0.5
CACM-1527,0.10256410256410256,0.5
CACM-2594,0.10126582278481013,0.5
CACM-2957,0.1125,0.5625
CACM-2727,0.1111111111111111,0.5625
CACM-2632,0.12195121951219512,0.625
CACM-1806,0.12048192771084337,0.625
CACM-2729,0.11904761904761904,0.625
CACM-3109,0.11764705882352941,0.625
CACM-1213,0.11627906976744186,0.625
CACM-2799,0.11494252873563218,0.625
CACM-2470,0.11363636363636363,0.625
CACM-0597,0.11235955056179775,0.625
CACM-1360,0.1111111111111111,0.625
CACM-3167,0.10989010989010989,0.625
CACM-0605,0.10869565217391304,0.625
CACM-0251,0.10752688172043011,0.625
CACM-1475,0.10638297872340426,0.625
CACM-0243,0.10526315789473684,0.625
CACM-2937,0.10416666666666667,0.625
CACM-2046,0.10309278350515463,0.625
CACM-2198,0.10204081632653061,0.625
CACM-1014,0.10101010101010101,0.625
CACM-1698,0.1,0.625
