Result,Precision,Recall
CACM-3141,0.0,0.0
CACM-3072,0.0,0.0
CACM-2629,0.0,0.0
CACM-1194,0.0,0.0
CACM-2106,0.0,0.0
CACM-3140,0.0,0.0
CACM-1385,0.0,0.0
CACM-3128,0.0,0.0
CACM-3068,0.0,0.0
CACM-2882,0.0,0.0
CACM-2726,0.0,0.0
CACM-3078,0.08333333333333333,0.07692307692307693
CACM-2342,0.07692307692307693,0.07692307692307693
CACM-3138,0.07142857142857142,0.07692307692307693
CACM-2378,0.06666666666666667,0.07692307692307693
CACM-3032,0.0625,0.07692307692307693
CACM-3201,0.058823529411764705,0.07692307692307693
CACM-1846,0.05555555555555555,0.07692307692307693
CACM-2535,0.05263157894736842,0.07692307692307693
CACM-3120,0.05,0.07692307692307693
CACM-2740,0.047619047619047616,0.07692307692307693
CACM-1393,0.045454545454545456,0.07692307692307693
CACM-2714,0.043478260869565216,0.07692307692307693
CACM-3127,0.041666666666666664,0.07692307692307693
CACM-1652,0.04,0.07692307692307693
CACM-3070,0.038461538461538464,0.07692307692307693
CACM-1410,0.037037037037037035,0.07692307692307693
CACM-1487,0.03571428571428571,0.07692307692307693
CACM-1199,0.034482758620689655,0.07692307692307693
CACM-1435,0.03333333333333333,0.07692307692307693
CACM-2920,0.03225806451612903,0.07692307692307693
CACM-2622,0.03125,0.07692307692307693
CACM-2572,0.030303030303030304,0.07692307692307693
CACM-2716,0.029411764705882353,0.07692307692307693
CACM-2931,0.02857142857142857,0.07692307692307693
CACM-1747,0.027777777777777776,0.07692307692307693
CACM-3153,0.02702702702702703,0.07692307692307693
CACM-3136,0.02631578947368421,0.07692307692307693
CACM-3043,0.02564102564102564,0.07692307692307693
CACM-1844,0.025,0.07692307692307693
CACM-1235,0.024390243902439025,0.07692307692307693
CACM-3165,0.023809523809523808,0.07692307692307693
CACM-2423,0.023255813953488372,0.07692307692307693
CACM-3197,0.022727272727272728,0.07692307692307693
CACM-1890,0.022222222222222223,0.07692307692307693
CACM-3142,0.021739130434782608,0.07692307692307693
CACM-1003,0.02127659574468085,0.07692307692307693
CACM-2371,0.020833333333333332,0.07692307692307693
CACM-3157,0.02040816326530612,0.07692307692307693
CACM-3049,0.02,0.07692307692307693
CACM-1696,0.0392156862745098,0.15384615384615385
CACM-1892,0.057692307692307696,0.23076923076923078
CACM-2470,0.05660377358490566,0.23076923076923078
CACM-1749,0.05555555555555555,0.23076923076923078
CACM-1307,0.05454545454545454,0.23076923076923078
CACM-2376,0.05357142857142857,0.23076923076923078
CACM-2865,0.05263157894736842,0.23076923076923078
CACM-1169,0.05172413793103448,0.23076923076923078
CACM-2985,0.05084745762711865,0.23076923076923078
CACM-2569,0.05,0.23076923076923078
CACM-1135,0.04918032786885246,0.23076923076923078
CACM-3130,0.04838709677419355,0.23076923076923078
CACM-1665,0.047619047619047616,0.23076923076923078
CACM-3139,0.046875,0.23076923076923078
CACM-2379,0.046153846153846156,0.23076923076923078
CACM-1518,0.045454545454545456,0.23076923076923078
CACM-2522,0.04477611940298507,0.23076923076923078
CACM-2851,0.04411764705882353,0.23076923076923078
CACM-2878,0.043478260869565216,0.23076923076923078
CACM-3112,0.04285714285714286,0.23076923076923078
CACM-2859,0.04225352112676056,0.23076923076923078
CACM-2002,0.041666666666666664,0.23076923076923078
CACM-3092,0.0410958904109589,0.23076923076923078
CACM-1886,0.04054054054054054,0.23076923076923078
CACM-0243,0.04,0.23076923076923078
CACM-3117,0.039473684210526314,0.23076923076923078
CACM-1591,0.03896103896103896,0.23076923076923078
CACM-3129,0.038461538461538464,0.23076923076923078
CACM-3143,0.0379746835443038,0.23076923076923078
CACM-2849,0.0375,0.23076923076923078
CACM-2060,0.037037037037037035,0.23076923076923078
CACM-3067,0.036585365853658534,0.23076923076923078
CACM-2852,0.03614457831325301,0.23076923076923078
CACM-3156,0.03571428571428571,0.23076923076923078
CACM-1741,0.03529411764705882,0.23076923076923078
CACM-3202,0.03488372093023256,0.23076923076923078
CACM-3059,0.034482758620689655,0.23076923076923078
CACM-1698,0.03409090909090909,0.23076923076923078
CACM-2951,0.033707865168539325,0.23076923076923078
CACM-2705,0.03333333333333333,0.23076923076923078
CACM-2848,0.03296703296703297,0.23076923076923078
CACM-2767,0.03260869565217391,0.23076923076923078
CACM-3147,0.03225806451612903,0.23076923076923078
CACM-3087,0.031914893617021274,0.23076923076923078
CACM-1856,0.031578947368421054,0.23076923076923078
CACM-3134,0.03125,0.23076923076923078
CACM-2919,0.030927835051546393,0.23076923076923078
CACM-2829,0.030612244897959183,0.23076923076923078
CACM-3204,0.030303030303030304,0.23076923076923078
CACM-1272,0.03,0.23076923076923078
