Result,Precision,Recall
CACM-1685,0.0,0.0
CACM-2578,0.0,0.0
CACM-3068,0.3333333333333333,0.1111111111111111
CACM-1461,0.25,0.1111111111111111
CACM-2614,0.2,0.1111111111111111
CACM-2949,0.16666666666666666,0.1111111111111111
CACM-2776,0.14285714285714285,0.1111111111111111
CACM-2372,0.25,0.2222222222222222
CACM-3174,0.2222222222222222,0.2222222222222222
CACM-3158,0.3,0.3333333333333333
CACM-2849,0.2727272727272727,0.3333333333333333
CACM-2345,0.25,0.3333333333333333
CACM-3082,0.23076923076923078,0.3333333333333333
CACM-2407,0.21428571428571427,0.3333333333333333
CACM-2371,0.2,0.3333333333333333
CACM-2621,0.1875,0.3333333333333333
CACM-2111,0.17647058823529413,0.3333333333333333
CACM-1688,0.16666666666666666,0.3333333333333333
CACM-3137,0.15789473684210525,0.3333333333333333
CACM-2311,0.15,0.3333333333333333
CACM-0820,0.14285714285714285,0.3333333333333333
CACM-2870,0.18181818181818182,0.4444444444444444
CACM-3043,0.17391304347826086,0.4444444444444444
CACM-2995,0.16666666666666666,0.4444444444444444
CACM-2515,0.16,0.4444444444444444
CACM-2951,0.15384615384615385,0.4444444444444444
CACM-1723,0.14814814814814814,0.4444444444444444
CACM-1687,0.14285714285714285,0.4444444444444444
CACM-1690,0.13793103448275862,0.4444444444444444
CACM-2088,0.13333333333333333,0.4444444444444444
CACM-0597,0.12903225806451613,0.4444444444444444
CACM-0652,0.125,0.4444444444444444
CACM-3038,0.12121212121212122,0.4444444444444444
CACM-0025,0.11764705882352941,0.4444444444444444
CACM-3011,0.11428571428571428,0.4444444444444444
CACM-1928,0.1111111111111111,0.4444444444444444
CACM-0828,0.10810810810810811,0.4444444444444444
CACM-1261,0.10526315789473684,0.4444444444444444
CACM-3148,0.10256410256410256,0.4444444444444444
CACM-2969,0.1,0.4444444444444444
CACM-1808,0.0975609756097561,0.4444444444444444
CACM-2151,0.09523809523809523,0.4444444444444444
CACM-0651,0.09302325581395349,0.4444444444444444
CACM-2197,0.09090909090909091,0.4444444444444444
CACM-1266,0.08888888888888889,0.4444444444444444
CACM-2869,0.08695652173913043,0.4444444444444444
CACM-1695,0.0851063829787234,0.4444444444444444
CACM-2479,0.08333333333333333,0.4444444444444444
CACM-2583,0.08163265306122448,0.4444444444444444
CACM-2454,0.08,0.4444444444444444
CACM-1959,0.0784313725490196,0.4444444444444444
CACM-1341,0.07692307692307693,0.4444444444444444
CACM-0757,0.07547169811320754,0.4444444444444444
CACM-3150,0.07407407407407407,0.4444444444444444
CACM-1387,0.07272727272727272,0.4444444444444444
CACM-0383,0.07142857142857142,0.4444444444444444
CACM-2988,0.07017543859649122,0.4444444444444444
CACM-1747,0.06896551724137931,0.4444444444444444
CACM-0666,0.06779661016949153,0.4444444444444444
CACM-0018,0.06666666666666667,0.4444444444444444
CACM-1360,0.06557377049180328,0.4444444444444444
CACM-2818,0.06451612903225806,0.4444444444444444
CACM-2581,0.06349206349206349,0.4444444444444444
CACM-2317,0.0625,0.4444444444444444
CACM-0238,0.06153846153846154,0.4444444444444444
CACM-2867,0.06060606060606061,0.4444444444444444
CACM-2890,0.05970149253731343,0.4444444444444444
CACM-1324,0.058823529411764705,0.4444444444444444
CACM-3133,0.057971014492753624,0.4444444444444444
CACM-1247,0.05714285714285714,0.4444444444444444
CACM-2069,0.056338028169014086,0.4444444444444444
CACM-1750,0.05555555555555555,0.4444444444444444
CACM-2840,0.0547945205479452,0.4444444444444444
CACM-3111,0.06756756756756757,0.5555555555555556
CACM-3141,0.06666666666666667,0.5555555555555556
CACM-1728,0.06578947368421052,0.5555555555555556
CACM-0517,0.06493506493506493,0.5555555555555556
CACM-0059,0.0641025641025641,0.5555555555555556
CACM-2757,0.06329113924050633,0.5555555555555556
CACM-2852,0.0625,0.5555555555555556
CACM-1462,0.06172839506172839,0.5555555555555556
CACM-3128,0.07317073170731707,0.6666666666666666
CACM-0795,0.07228915662650602,0.6666666666666666
CACM-2882,0.07142857142857142,0.6666666666666666
CACM-3025,0.07058823529411765,0.6666666666666666
CACM-2138,0.06976744186046512,0.6666666666666666
CACM-1611,0.06896551724137931,0.6666666666666666
CACM-0143,0.06818181818181818,0.6666666666666666
CACM-0643,0.06741573033707865,0.6666666666666666
CACM-0633,0.06666666666666667,0.6666666666666666
CACM-2482,0.06593406593406594,0.6666666666666666
CACM-2270,0.06521739130434782,0.6666666666666666
CACM-2319,0.06451612903225806,0.6666666666666666
CACM-0084,0.06382978723404255,0.6666666666666666
CACM-1071,0.06315789473684211,0.6666666666666666
CACM-1912,0.0625,0.6666666666666666
CACM-2198,0.061855670103092786,0.6666666666666666
CACM-3076,0.061224489795918366,0.6666666666666666
CACM-2812,0.06060606060606061,0.6666666666666666
CACM-0987,0.06,0.6666666666666666
